Weights,Ambient Temperature,Electricity Tariff,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,Average IQB,Total IQB,Total Reward,Total Electric Cost,Total Gas Cost,Total Water Cost,Total Bath Cost
"0.023239043,0.3881524,0.55579376,0.032814838",15.0,1.0,2.237903988321599e-06,0.005239186638626339,0.08162555141084414,0.5278539343021771,0.11767542484680732,0.5494162253373688,0.04150945003706138,0.18904600149669618,1.3233220104768733,[ 1.3233 -0.166  -0.3842 -1.1526],0.16596999916572766,1.152595744680851,0.3841827809049379,1.7027485247515166
"0.023239043,0.3881524,0.55579376,0.032814838",16.0,1.0,1.0395363854977136e-05,0.013065136668312629,0.3944079907796599,0.22317489175036812,0.3150465807826061,0.08735827542533245,0.5939130964143344,0.23242519531206693,1.6269763671844686,[ 1.627  -0.1987 -0.3294 -0.9996],0.1986742963894618,0.9995744680851063,0.3294339174832226,1.5276826819577907
"0.023239043,0.3881524,0.55579376,0.032814838",17.0,1.0,4.355863550022849e-05,0.029347702291058233,0.5141402813748307,0.6871578490707346,0.07973441223625435,0.8280119120409697,0.09059740576686345,0.31843330305945877,2.2290331214162116,[ 2.229  -0.1686 -0.3113 -0.9292],0.16855299359260612,0.9292340425531913,0.3113090517705341,1.4090960879163315
"0.023239043,0.3881524,0.55579376,0.032814838",18.0,1.0,0.0001646437183356943,0.021018820746559967,0.48521008884590044,0.6158110478084554,0.08982192774972618,0.7987355580435248,0.10665094142873127,0.30248757547731914,2.117413028341234,[ 2.1174 -0.1739 -0.3059 -0.8601],0.1739411743385998,0.8601276595744679,0.3059094520733897,1.3399782859864575
"0.023239043,0.3881524,0.55579376,0.032814838",19.0,1.0,0.0005613741257640244,0.28287934667363646,0.8023239843104893,0.14633634663021902,0.9132645529517515,0.15039628943736286,0.9098444182276755,0.4579437589081283,3.205606312356898,[ 3.2056 -0.2052 -0.2525 -0.7559],0.20519409556141302,0.7558510638297871,0.25247727092019046,1.2135224303113905
"0.023239043,0.3881524,0.55579376,0.032814838",20.0,1.0,0.0017266167308869357,0.43744184548200055,0.7476870188174536,0.1528601599929245,0.825295349434243,0.15142729758348367,0.8172903432202081,0.44767551875160005,3.1337286312612003,[ 3.1337 -0.1743 -0.2423 -0.7188],0.174330237812474,0.7188297872340426,0.24225104614523582,1.1354110711917524
"0.023239043,0.3881524,0.55579376,0.032814838",21.0,1.0,3.671886668082493e-05,0.18520552402740673,0.975490620348918,0.3908356529712758,0.8044625997626053,0.39576056126405385,0.8011624771288252,0.5075648791956808,3.5529541543697656,[ 3.553  -0.2058 -0.2567 -0.6738],0.20578199482816187,0.673787234042553,0.25668583219342644,1.1362550610641413
"0.023239043,0.3881524,0.55579376,0.032814838",22.0,1.0,2.2408326291188814e-05,0.23375855450977684,0.9569927651572677,0.8681855937103378,0.8632626450108775,0.8608442784384448,0.8596779782107076,0.6632491747662433,4.642744223363703,[ 4.6427 -0.1998 -0.2708 -0.6664],0.1998420581973983,0.666382978723404,0.27077417376677837,1.1369992106875806
"0.023239043,0.3881524,0.55579376,0.032814838",23.0,1.0,5.974143073825496e-09,0.1399025820477421,0.9396616111812809,0.909788516921904,0.9568309448865366,0.9047243142557598,0.9549106104304244,0.6865455122425416,4.805818585697791,[ 4.8058 -0.213  -0.2643 -0.5997],0.21302248357094952,0.5997446808510639,0.2643196135221762,1.0770867779441897
"0.023239043,0.3881524,0.55579376,0.032814838",24.0,1.0,1.5848489598498113e-07,0.19058937129814968,0.7434624880872723,0.9800144694527352,0.939803577525137,0.9385562200738202,0.9378595153723187,0.6757551143277613,4.730285800294329,[ 4.7303 -0.1912 -0.2519 -0.5529],0.19123057766105075,0.5528510638297871,0.2518768777249035,0.9959585192157414
