Weights,Mean_Average_IQB,Mean_IQB_temp15,Mean_IQB_temp20,Mean_IQB_temp25,Mean_IQB_temp30
"0.0,0.6100324,0.0,0.38996765",0.28477903457525966,0.2680761719808074,0.4965147347652893,0.1888158995910152,0.3955590851786729
"0.0,0.82899207,0.17100793,0.0",0.6283033119866297,0.1894336211914293,0.7661255924875071,0.6709542596145496,0.8552555414030529
"0.0,0.8675079,0.13249211,0.0",0.6461135803423446,0.1819370084163051,0.7651280274745643,0.6899601610200348,0.8610886110135921
"0.0018704832,0.7639785,0.23415104,0.0",0.583459817787788,0.1680020555957034,0.7438130572866599,0.633039289698229,0.8230820255920455
"0.0086683305,0.334149,0.65718263,0.0",0.16815893900218445,0.1611915557547088,0.0573708901262925,0.2390497516249206,0.3402025551792015
"0.014997322,0.9850027,0.0,0.0",0.6830185281865049,0.4177408503541789,0.7539897672466355,0.652584816868776,0.8716269526156228
"0.016475651,0.4115047,0.0,0.57201964",0.32835048362375463,0.2422121814882157,0.4257030836422119,0.4040871426867655,0.3687588107605188
"0.019267434,0.43708193,0.5436506,6.510068e-17",0.25143293784221055,0.1630896044565568,0.1308226242221846,0.3532795881559374,0.3517348396462192
"0.08017476,0.75383335,0.0,0.16599187",0.7037653224337492,0.5120653746475877,0.7045214751234373,0.696864770138413,0.870259276451056
"0.45270655,0.5472934,0.0,0.0",0.7890247126432194,0.6641613270952209,0.739472809806361,0.8882366799669528,0.850853297017746
