Weights,Mean_Average_IQB,Mean_IQB_temp15,Mean_IQB_temp20,Mean_IQB_temp25,Mean_IQB_temp30
"0.0,0.0,0.0,1.0",0.2307595265819738,0.3678749319824773,0.3678766927069041,0.009336997780139,0.0022619027194334
"0.0079300115,0.6703348,0.0,0.32173517",0.5353449945712064,0.3625220080977681,0.4003801931795681,0.6323161199479588,0.7685060599094898
"0.017262917,0.23699374,0.74574333,0.0",0.5843940466263893,0.4016270455579414,0.3887490806191933,0.7476852123354508,0.7537638592847099
"0.017780999,0.2569243,0.6925935,0.03270117",0.6037335185575882,0.4106954895802955,0.400296218928471,0.7813940243508463,0.7682365611445912
"0.023385238,0.54156315,0.42677528,0.008276299",0.6200071894474549,0.4064591341372843,0.350392566598575,0.8007323797240252,0.79148235365967
"0.023879211,0.408612,0.56750876,0.0",0.6154889886600845,0.414673650631098,0.3999211616391581,0.7636568894331415,0.790358104944826
"0.032841712,0.96715826,0.0,0.0",0.21850362549346283,0.0332021460214177,5.612284068546513e-06,0.0490310153737041,0.8706575649393071
"0.054613054,0.47304618,0.0,0.47234076",0.6477450981720037,0.4081859949525321,0.5097376879250589,0.7427560444418503,0.8267886462608143
"0.05969617,0.31212068,0.0,0.6281831",0.6482622715449213,0.4003055765385159,0.4998202999130625,0.762236799442911,0.8657100613239852
"0.102235414,0.0,0.56456536,0.3331992",0.770906753655985,0.5985252366877726,0.7656397305293735,0.8162282479919821,0.8467829539340543
"01,0,0,0",0.005701449058425269,2.1483902962370354e-06,7.543015821363422e-20,6.91521737362145e-16,9.756685797471655e-07
