Weights,Ambient Temperature,Electricity Tariff,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,Average IQB,Total IQB,Total Reward,Total Electric Cost,Total Gas Cost,Total Water Cost,Total Bath Cost
"0.0,0.0,0.0,1.0",15.0,1.0,0.36787493198247734,0.0,0.0,0.0,0.0,0.0,0.0,0.36787493198247734,0.36787493198247734,[-4.6321 -5.     -5.     -5.1123],0.0,0.11229787234042554,4.3817801661680254e-07,0.11229831051844216
"0.0,0.0,0.0,1.0",16.0,1.0,0.36787531848224125,0.0,0.0,0.0,0.0,0.0,0.0,0.36787531848224125,0.36787531848224125,[-4.6321 -5.     -5.     -5.1049],0.0,0.10489361702127659,4.3817801661680254e-07,0.1048940551992932
"0.0,0.0,0.0,1.0",17.0,1.0,0.3678756878046164,0.0,0.0,0.0,0.0,0.0,0.0,0.3678756878046164,0.3678756878046164,[-4.6321 -5.     -5.     -5.0963],0.0,0.09625531914893616,4.3817801661680254e-07,0.09625575732695278
"0.0,0.0,0.0,1.0",18.0,1.0,0.36787603994955104,0.0,0.0,0.0,0.0,0.0,0.0,0.36787603994955104,0.36787603994955104,[-4.6321 -5.     -5.     -5.0913],0.0,0.0913191489361702,4.3817801661680254e-07,0.09131958711418682
"0.0,0.0,0.0,1.0",19.0,1.0,0.36787637491699593,0.0,0.0,0.0,0.0,0.0,0.0,0.36787637491699593,0.36787637491699593,[-4.6321 -5.     -5.     -5.0845],0.0,0.08453191489361701,4.3817801661680254e-07,0.08453235307163363
"0.0,0.0,0.0,1.0",20.0,1.0,0.36787669270690415,0.0,0.0,0.0,0.0,0.0,0.0,0.36787669270690415,0.36787669270690415,[-4.6321 -5.     -5.     -5.0765],0.0,0.07651063829787234,4.3817801661680254e-07,0.07651107647588896
"0.0,0.0,0.0,1.0",21.0,1.0,0.36787699331923107,0.0,0.0,0.0,0.0,0.0,0.0,0.36787699331923107,0.36787699331923107,[-4.6321 -5.     -5.     -5.0691],0.0,0.0691063829787234,4.3817801661680254e-07,0.06910682115674002
"0.0,0.0,0.0,1.0",22.0,1.0,0.3678772767539347,0.0,0.0,0.0,0.0,0.0,0.0,0.3678772767539347,0.3678772767539347,[-4.6321 -5.     -5.     -5.0617],0.0,0.06170212765957446,4.3817801661680254e-07,0.061702565837591074
"0.0,0.0,0.0,1.0",23.0,1.0,0.3678775430109753,0.0,0.0,0.0,0.0,0.0,0.0,0.3678775430109753,0.3678775430109753,[-4.6321 -5.     -5.     -5.0568],0.0,0.0567659574468085,4.3817801661680254e-07,0.05676639562482511
"0.0,0.0,0.0,1.0",24.0,1.0,0.3515403774488873,0.0,0.0,0.0,0.0,0.0,0.0,0.3515403774488873,0.3515403774488873,[-4.6485 -5.     -5.     -5.0469],0.0,0.04689361702127659,1.1830806346376362e-05,0.046905447827622966
"0.0,0.0,0.0,1.0",25.0,1.0,1.1574895832197368e-16,0.31242967124519233,0.34173923816356144,0.29187379228017807,0.36787901099482184,0.36787887537915587,0.36787875091175964,0.2928113341392385,2.0496793389746695,[ 2.0497 -0.208  -0.1179 -0.3659],0.20801143568437008,0.36589361702127654,0.1179276523360478,0.6918327050416944
"0.0,0.0,0.0,1.0",26.0,1.0,2.782923334187295e-14,0.37341884869298375,0.36421770686872396,0.3678792306436731,0.3678791098418517,0.367878992463541,0.3678788837616015,0.31559325318177184,2.209152772272403,[ 2.2092 -0.1932 -0.1198 -0.3283],0.1931911239346846,0.3282553191489361,0.1197826713855676,0.6412291144691883
"0.0,0.0,0.0,1.0",27.0,1.0,3.413128262617298e-12,0.4244715809249335,0.3678349950370782,0.36787930216626535,0.3678792012617627,0.3678791010607453,0.3678790070338267,0.3234033124982893,2.263823187488025,[ 2.2638 -0.1784 -0.1198 -0.2974],0.17840920749891678,0.2974042553191488,0.11975813341799814,0.5955715962360637
"0.0,0.0,0.0,1.0",28.0,1.0,3.8681218330697113e-10,0.4536190722309379,0.9605027035739746,0.4124258162609664,0.3678793991872214,0.36787932180774174,0.36787923812580087,0.41859793593906497,2.9301855515734547,[ 2.9302 -0.1675 -0.1468 -0.3054],0.16748143432307408,0.3054255319148936,0.14676258934677452,0.6196695555847422
"0.0,0.0,0.0,1.0",29.0,1.0,1.783092795427727e-08,0.4529243410879849,0.9376623075140388,0.4165941143326806,0.36787941479323877,0.3678793523016094,0.3678792845481097,0.4158312617726558,2.9108188324085904,[ 2.9108 -0.1546 -0.1448 -0.2752],0.15457017605514262,0.27519148936170207,0.14476768980447607,0.5745293552213208
"0.0,0.0,0.0,1.0",30.0,1.0,1.0492211645969826e-06,0.4151881188116405,0.3678794732150142,0.3678794461193568,0.3678794010393112,0.36787934857183624,0.36787929502935873,0.3220837331439546,2.2545861320076823,[ 2.2546 -0.1365 -0.1238 -0.2227],0.13649048125883104,0.22274468085106378,0.12375968980091201,0.4829948519108068
"1.0,0.0,0.0,0.0",15.0,1.0,2.237903988321599e-06,0.005239186638626339,0.08162555141084414,0.5393435289497474,0.9364087606072424,0.8791546995484633,0.8796301345592067,0.4744862999454455,3.3214040996181184,[ 3.3214 -0.1618 -0.4701 -1.4241],0.1618027155810843,1.4240851063829785,0.47013112040832,2.0560189423723827
"1.0,0.0,0.0,0.0",16.0,1.0,1.0395363854977136e-05,0.013065136668312629,0.3658460248657306,0.9603647288149033,0.8748042782028663,0.9082143195489396,0.875434000156989,0.5711055548030851,3.997738883621596,[ 3.9977 -0.2155 -0.434  -1.3001],0.21551348941728082,1.3000638297872338,0.43404719900760586,1.9496245182121203
"1.0,0.0,0.0,0.0",17.0,1.0,4.355863550022849e-05,0.029347702291058233,0.5047520386656855,0.9784251415913295,0.9342945946973761,0.934723070050017,0.9349499643324636,0.6166480100376328,4.31653607026343,[ 4.3165 -0.1716 -0.4153 -1.231 ],0.17163732153273115,1.2309574468085103,0.4152624655106103,1.8178572338518517
"1.0,0.0,0.0,0.0",18.0,1.0,0.0001646437183356943,0.1866957539951919,0.97370544875915,0.9585932162157579,0.9587011365940941,0.9588557591911798,0.9589234183794949,0.7136627681218863,4.995639376853204,[ 4.9956 -0.2422 -0.3667 -1.0749],0.24222580969349886,1.0748510638297872,0.36668103456691936,1.6837579080902054
"1.0,0.0,0.0,0.0",19.0,1.0,0.0005613741257640244,0.2868324713828513,0.9944603391990141,0.9958184008983664,0.979396017774471,0.9793452897133181,0.9793467327561914,0.7451086608357108,5.215760625849976,[ 5.2158 -0.1815 -0.351  -1.0249],0.18150000000000005,1.0248723404255318,0.35097674175308924,1.5573490821786211
"1.0,0.0,0.0,0.0",20.0,1.0,0.00015859353534071114,0.19464773155192525,0.9762396567043806,0.995568677636771,0.9955362403415421,0.9955262352155261,0.9955335488648495,0.7361729548357622,5.153210683850335,[ 5.1532 -0.1815 -0.3453 -0.9323],0.18150000000000005,0.93231914893617,0.3452930695550502,1.4591122184912202
"1.0,0.0,0.0,0.0",21.0,1.0,0.0055405433266121,0.8969992993831851,1.0,1.0,1.0,1.0,1.0,0.843219977529971,5.902539842709797,[ 5.9025 -0.2817 -0.288  -0.8182],0.28168506835783763,0.8181702127659574,0.2879642053260777,1.3878194864498727
"1.0,0.0,0.0,0.0",22.0,1.0,0.017989116292636175,0.9803412068181026,0.9997899357962734,1.0,1.0,1.0,1.0,0.8568743227010017,5.998120258907012,[ 5.9981 -0.2607 -0.2859 -0.775 ],0.26066183310665403,0.7749787234042553,0.28590882214895563,1.3215493786598649
"1.0,0.0,0.0,0.0",23.0,1.0,0.04900002459251624,0.9221385223020524,0.9896582604119991,1.0,1.0,1.0,1.0,0.8515424010437954,5.960796807306568,[ 5.9608 -0.1815 -0.2759 -0.7466],0.18150000000000005,0.746595744680851,0.27592002918791086,1.204015773868762
"1.0,0.0,0.0,0.0",24.0,1.0,0.11197259966374044,0.9720061744242913,1.0,1.0,1.0,1.0,1.0,0.8691398248697189,6.083978774088032,[ 6.084  -0.1815 -0.2547 -0.6645],0.18150000000000005,0.6645319148936171,0.2546564246050732,1.1006883394986904
"1.0,0.0,0.0,0.0",25.0,1.0,0.1641579841864485,0.8999419481062257,1.0,1.0,1.0,1.0,1.0,0.8662999903275248,6.064099932292674,[ 6.0641 -0.1815 -0.2397 -0.5997],0.18150000000000005,0.5997446808510637,0.23967172779372609,1.02091640864479
"1.0,0.0,0.0,0.0",26.0,1.0,0.07901724625524138,0.8628597856547713,0.9934746856065337,0.9937476355158927,0.9938712936614034,0.9939227755737219,0.9939467564204472,0.8444057398125732,5.910840178688012,[ 5.9108 -0.1815 -0.216  -0.5313],0.18150000000000005,0.5312553191489361,0.21601862359531723,0.9287739427442534
