Weights,Mean_Average_IQB,Mean_IQB_temp15,Mean_IQB_temp20,Mean_IQB_temp25,Mean_IQB_temp30
"0.0,0.0,1.0,0.0",0.31817506071596513,0.3586830222702411,0.4344276631706675,0.1756885789135983,0.3216886095385792
"0.0,0.6065543,0.36784542,0.02560023",0.7193130895151543,0.4720700647803081,0.6718055527827838,0.8194082230760398,0.8195976835665427
"0.0,1.0,0.0,0.0",0.677627028092411,0.5036440423051846,0.6376240283474669,0.8215061296406768,0.7242339955221053
"0.03997914,0.3360924,0.43257058,0.19135788",0.7699656641259338,0.5233420864045638,0.7308027045413301,0.8498461863683499,0.7989194233396957
"0.054929405,0.45176834,0.0,0.49330226",0.6934654377517543,0.58424876201078,0.6585219990576775,0.7636290734831571,0.593533466490407
"0.060824517,0.0,0.0,0.9391755",0.49301888297533236,0.3678749319824773,0.3678766927069041,0.6632486602982788,0.6122314041115456
"0.069932245,0.2855895,0.64447826,0.0",0.8090982657644155,0.6408203968803953,0.7651630228988561,0.8777314090389681,0.8093540742385118
"0.08183893,0.102618374,0.0,0.8155427",0.5561292237872203,0.3678749319824773,0.4468837873046165,0.7449307555506185,0.609927454056414
"0.08782743,0.0,0.91217256,0.0",0.7972041976182189,0.5646735871751284,0.6946537043293588,0.8894047860028479,0.8568527149749687
"0.09212335,0.41471288,0.21240598,0.28075778",0.7965479725930406,0.5869278534969686,0.7530145408436519,0.8510605333823377,0.8626949665138832
"0.30479774,0.0,0.0,0.69520223",0.7923497601190539,0.5932353217009793,0.7252930091762116,0.883418439979128,0.8830496925430369
