Weights,Ambient Temperature,Electricity Tariff,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,Average IQB,Total IQB,Total Reward,Total Electric Cost,Total Gas Cost,Total Water Cost,Total Bath Cost
"0.0,0.0,1.0,0.0",15.0,1.0,5.226497304758374e-09,1.6373261262599884e-06,0.0006320237155514837,0.005198057155436238,0.3412257753639034,0.9317572811589176,0.3678792919735996,0.2352420102742903,1.646694071920032,[ 1.6467 -0.7543 -0.4349 -0.8644],0.7542855148471815,0.8644468085106383,0.4349455479257596,2.0536778712835795
"0.0,0.0,1.0,0.0",16.0,1.0,3.3638237322643025e-07,5.130013648395599e-05,0.00467013154527482,0.4354087455199881,0.9710484671658887,0.3678793270737259,0.3678790136535317,0.3067053316396095,2.1469373214772665,[ 2.1469 -0.5388 -0.3483 -0.796 ],0.5388274687733695,0.7959574468085105,0.3483454050516961,1.6831303206335761
"0.0,0.0,1.0,0.0",17.0,1.0,3.1253338639632985e-05,0.07443093137176116,0.7681091174071429,0.367879288867399,0.3678789833710606,0.36787862347038525,0.36787825412397196,0.33058377885005147,2.3140864519503603,[ 2.3141 -0.2604 -0.1965 -0.6676],0.26038351468786225,0.6676170212765956,0.19652921282790822,1.124529748792366
"0.0,0.0,1.0,0.0",18.0,1.0,0.00012930084841791023,0.14465410698060577,0.852850962871256,0.36787931636029103,0.3678790427631434,0.3678787174777155,0.3678783822572694,0.35273568993695703,2.4691498295586993,[ 2.4692 -0.2281 -0.1894 -0.6287],0.22813917658227395,0.6287446808510636,0.18937551126854774,1.0462593687018853
"0.0,0.0,1.0,0.0",19.0,1.0,3.9934259978825476e-05,0.0902277353830801,0.9009772118899585,0.36787933740014267,0.3678790924784266,0.36787879958532294,0.36787849695198827,0.3518229439926997,2.4627606079488977,[ 2.4628 -0.2421 -0.1934 -0.572 ],0.24209966304339497,0.5719787234042552,0.19339612291497302,1.0074745093626232
"0.0,0.0,1.0,0.0",20.0,1.0,3.23250788817688e-05,0.09224914803988492,0.6940058202956754,0.3678793191400146,0.3678790886694045,0.3678788223672391,0.3678785515325894,0.32254329644624136,2.2578030751236895,[ 2.2578 -0.2402 -0.1904 -0.5276],0.24016814025112668,0.5275531914893616,0.19039754343764895,0.9581188751781372
"0.0,0.0,1.0,0.0",21.0,1.0,1.0684856029210088e-05,0.08660110223116305,0.6235150369768017,0.36776794180749944,0.3675714701592127,0.36218452232086357,0.35978945690439096,0.3096343164651372,2.1674402152559606,[ 2.1674 -0.2483 -0.1939 -0.4825],0.24832643913578134,0.4825106382978722,0.19385702913694258,0.9246941065705961
"0.0,0.0,1.0,0.0",22.0,1.0,1.3290751712764092e-05,0.11898102462349486,0.017533491515159663,0.3733646898719799,0.36646411545930646,0.364509522480855,0.3623729947945219,0.22903416135671867,1.6032391294970307,[ 1.6032 -0.2412 -0.1992 -0.4467],0.24123018455667042,0.44672340425531903,0.199243446000575,0.8871970348125644
"0.0,0.0,1.0,0.0",23.0,1.0,0.10725293009656907,0.7227693507161755,0.36787935936161464,0.3654175527413683,0.36355724705420467,0.36168338820151585,0.3386897461181097,0.3753213677556511,2.6272495742895576,[ 2.6272 -0.2476 -0.1132 -0.3869],0.2476033509931866,0.38687234042553176,0.11317047915838431,0.7476461705771027
"0.0,0.0,1.0,0.0",24.0,1.0,0.17481922845250278,0.015334476385073187,0.4323406556342978,0.367879337179796,0.3653204552302876,0.3636799156120386,0.3620629419244079,0.2973481443454863,2.081437010418404,[ 2.0814 -0.2281 -0.109  -0.3603],0.22806054281116084,0.36034042553191475,0.10896032904734644,0.697361297390422
"0.0,0.0,1.0,0.0",25.0,1.0,0.26771610662971745,0.3612487872289061,0.36471081689690027,0.3632972548717854,0.34601894828498286,0.30745231763339315,0.13718524760103187,0.3068042113066739,2.147629479146717,[ 2.1476 -0.2092 -0.0834 -0.3289],0.20924921263552942,0.3288723404255318,0.08337730860449687,0.6214988616655581
"0.0,0.0,1.0,0.0",26.0,1.0,0.36721569911829605,0.14871662784699513,0.08514890947229367,0.23314846293933086,0.3356437727280627,0.3591698629065768,0.35470557326464797,0.26910698689660045,1.8837489082762031,[ 1.8837 -0.1807 -0.1113 -0.3283],0.18069213247456475,0.32825531914893613,0.11130355147845956,0.6202510031019605
"0.0,0.0,1.0,0.0",27.0,1.0,0.4445918776933079,0.3678794002408572,0.3665521913218643,0.3591182394194558,0.3553887742510933,0.33033177010899945,0.2872074578401008,0.35872424441081124,2.5110697108756788,[ 2.5111 -0.1677 -0.0836 -0.277 ],0.16773420567548117,0.2770425531914893,0.08364240390190592,0.5284191627688763
"0.0,0.0,1.0,0.0",28.0,1.0,0.47903068620535955,0.3678794417342685,0.3672165464227993,0.36233907129357984,0.35919602053442606,0.35618909345352817,0.33381857865723485,0.3750956340430281,2.6256694383011965,[ 2.6257 -0.1574 -0.0827 -0.2554],0.15736669844486195,0.2554468085106382,0.08273285328843888,0.49554636024393905
