Weights,Mean_Average_IQB,Mean_IQB_temp15,Mean_IQB_temp20,Mean_IQB_temp25,Mean_IQB_temp30
"0.0,0.2931935,0.23242521,0.47438133",0.40948826555359397,0.3678749319824773,0.2674993923140874,0.5494416394660955,0.4362077443427336
"0.0,0.41967204,0.0,0.5803279",0.4073222331072795,0.3678749319824773,0.2467255968389737,0.5512748418274762,0.4349265465749057
"0.0,0.72423995,0.0,0.27576005",0.4756093560520882,0.1893484698766151,0.5868004202177335,0.5678745445583812,0.5005358025721588
"0.0030536149,0.3910662,0.29672822,0.30915195",0.459587357922684,0.1411387152678163,0.4233192482080175,0.5568292693216212,0.5256385052567927
"0.0047515174,0.66590816,0.0,0.3293403",0.4699024377183647,0.1456333807626678,0.5804219658287565,0.5665368272258234,0.5071977787394231
"0.00639434,0.4471993,0.5464063,0.0",0.5574895115988032,0.3114135548276563,0.5934595382008397,0.6106695176007498,0.5905344283158913
"0.013960655,0.14059044,0.8454489,0.0",0.542560079966056,0.289519097991212,0.5567539975246342,0.5869500917718613,0.6915345899506686
"0.01566669,0.45482424,0.0,0.52950907",0.454244622565404,0.3678749319824773,0.4847943396343872,0.5640911219062754,0.4683901125640283
"0.019637492,0.51284283,0.0,0.4675197",0.47575395857023695,0.3678749319824773,0.5620134843449247,0.5575165638339427,0.5060479791064872
"0.04955388,0.0,0.9504461,0.0",0.7862333833364146,0.6294077848241754,0.7722094480589821,0.8576863117806124,0.802945449275741
"0.068653345,0.6039069,0.32743973,0.0",0.7831861538501801,0.5869888274738452,0.7748012233275514,0.8927437593308615,0.8316301902284321
"0.10213601,0.21181437,0.68604964,0.0",0.8161144126334412,0.5919722428195342,0.7712908308027921,0.8839025905037198,0.8816021910863407
"1.0,0.0,0.0,0.0",0.8232486338753331,0.6699491177367562,0.7716919183860239,0.8892876274327265,0.8804987951017169
