Pesos,Temperatura ambiente,Tarifa da energia Selétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
0.80.2,20.0,1.0,1.0759069881201207e-10,0.3803331626727357,0.8572110953543045,0.007655710534516765,0.069698789128713,0.1073558616154253,0.11432545095139111,0.21951143862352532,1.5365800703646773,[ 1.5366 -1.4527],0.32562648458940857,0.7916382978723404,0.33540417239488,1.452668954856629
0.80.2,21.0,1.0,3.2049702272965247e-09,0.5799723399446862,0.7842130375678309,0.005172562982274069,0.06264311652648642,0.10523371139059265,0.11274815824759225,0.2357118471234904,1.6499829298644326,[ 1.65   -1.3944],0.3114577524906165,0.7435106382978725,0.3394399450991476,1.3944083358876367
0.80.2,22.0,1.0,7.159345688062693e-08,0.7677190244084413,0.6757968136642445,0.005027979298336253,0.06251922116885363,0.10396995098486266,0.11250245140372812,0.24679078750313188,1.7275355125219232,[ 1.7275 -1.3274],0.2962292949501473,0.6916808510638298,0.3394399450991476,1.3273500911131249
0.80.2,23.0,1.0,1.2184035741600019e-06,0.8542981590026697,0.5641807539781719,0.0053217294365169275,0.06347000913478189,0.10413084736926692,0.1126082334702826,0.2434301358278949,1.7040109507952643,[ 1.704  -1.2595],0.28272442163906086,0.6373829787234042,0.3394399450991476,1.2595473454616126
0.80.2,24.0,1.0,1.0794305087837437e-05,0.8491760518077537,0.392544673126904,0.007831171881979248,0.06803376001119847,0.10519421632995131,0.11156850495332445,0.21919416748802842,1.534359172416199,[ 1.5344 -1.1964],0.2693665584113762,0.5855531914893618,0.34147123523809586,1.1963909851388337
0.80.2,25.0,1.0,0.00012499850171650352,0.7791423903756926,0.11023508525082097,0.08011606830749154,0.10233480923898587,0.10930475682577619,0.111174884047531,0.18463328464971637,1.2924329925480147,[ 1.2924 -1.1141],0.2344406920125625,0.5361914893617021,0.3435025253770442,1.114134706751309
0.80.2,26.0,1.0,0.001016356875877521,0.627262011896522,0.03451470476014529,0.08459142454126614,0.10510011105439443,0.10897565450150327,0.1099963315642906,0.15306522788485702,1.0714565951939992,[ 1.0715 -1.027 ],0.2010254753137971,0.48251063829787233,0.3435025253770442,1.0270386389887136
0.80.2,27.0,1.0,0.006372527055707537,0.363252436772166,0.05104155352267435,0.09259895026482054,0.10646250414987861,0.10934632545539316,0.11010239305578375,0.1198823843252034,0.8391766902764238,[ 0.8392 -0.9435],0.16953796611450833,0.4325319148936171,0.34147123523809586,0.9435411162462213
0.80.2,28.0,1.0,0.028648669202340375,0.1509058194011181,0.10601699530348031,0.10614527260291874,0.10778557262408464,0.10852202503052302,0.108824195971166,0.1024069357336616,0.7168485501356312,[ 0.7168 -0.854 ],0.13877168099038242,0.3757659574468085,0.3394667526727766,0.8540043911099675
0.80.2,29.0,1.0,0.09366104375917544,0.06279295787213338,0.09656286695018597,0.10618824066001131,0.10798998710794504,0.1085701165275877,0.10882367688076995,0.09779841282254412,0.6845888897578088,[ 0.6846 -0.7744],0.10837531344211628,0.3245531914893617,0.34149804281172486,0.7744265477432029
0.80.2,30.0,1.0,0.13877916926273032,0.06674845236138371,0.09732878934998096,0.10589381946101677,0.10795556565946075,0.10716335414458475,0.10851013854115948,0.10462561268290241,0.7323792887803169,[ 0.7324 -0.697 ],0.08153166669954107,0.27395744680851064,0.34149804281172486,0.6969871563197765
0.60.4,15.0,1.0,1.1745120248653568e-21,0.00014157786652125833,0.7713186668806287,0.7604252969383596,0.002348389318537545,0.06368746976464111,0.11189292241242635,0.24425918902587349,1.7098143231811145,[ 1.7098 -1.8122],0.4649006003226518,1.0119148936170212,0.33540417239488,1.812219666334553
0.60.4,16.0,1.0,4.907265296461529e-19,0.0017524975619368128,0.8176310031926886,0.41990983645425733,0.021191751844589695,0.0850878361322404,0.1168924948848273,0.20892363143864862,1.4624654200705403,[ 1.4625 -1.7399],0.421441534059702,0.9810638297872339,0.3374354625338283,1.7399408263807643
0.60.4,17.0,1.0,1.3675305647959148e-16,0.02310321468712076,0.8117106210807563,0.04394578586352173,0.08919228440518455,0.11524140653465352,0.12286022623338484,0.17229336268637455,1.2060535388046218,[ 1.2061 -1.681 ],0.3874128381000528,0.9520638297872339,0.34149804281172486,1.6809747106990116
0.60.4,18.0,1.0,2.541850363712224e-14,0.09923510264808748,0.8224452101016407,0.011248783413154877,0.07803447940401888,0.1119741990044836,0.12119289380025139,0.17773295262452318,1.2441306683716622,[ 1.2441 -1.6084],0.3605270449257632,0.9064042553191489,0.34149804281172486,1.608429343056637
0.60.4,19.0,1.0,3.1512173111628133e-12,0.304997693223172,0.8476621858524757,0.005473188125115221,0.06859517401801411,0.11113423893248751,0.1213029672474844,0.20845220677170004,1.4591654474019002,[ 1.4592 -1.5352],0.33361949360342646,0.860127659574468,0.34147123523809586,1.5352183884159905
0.60.4,20.0,1.0,1.3321090511824368e-10,0.4739019840484707,0.7877189760677072,0.006441666486162109,0.07370828991607298,0.11100071419901664,0.12026435383214362,0.22471942638325487,1.5730359846827842,[ 1.573  -1.4757],0.32138666134507793,0.8107659574468085,0.3435025253770442,1.4756551441689307
0.60.4,21.0,1.0,3.647819832806806e-09,0.6509300906182449,0.6975431110809275,0.007154058548288076,0.07520056557693716,0.11129882304351627,0.12022526849675856,0.23747884585892748,1.6623519210124924,[ 1.6624 -1.4081],0.3081107628419276,0.756468085106383,0.3435025253770442,1.4080813733253548
0.60.4,22.0,1.0,8.350154203407428e-08,0.7947974436554721,0.5523659255688709,0.009030970090085053,0.0776496136732164,0.11042425821500669,0.11863168437974114,0.23755713986913346,1.6628999790839343,[ 1.6629 -1.337 ],0.2925243522568455,0.700936170212766,0.3435025253770442,1.3369630478466557
0.60.4,23.0,1.0,1.1067480299157688e-06,0.8383537624976422,0.4673382312170864,0.008651073671378287,0.07632819403075324,0.10896541456312274,0.11713959748870134,0.23096819717381625,1.6167773802167138,[ 1.6168 -1.2682],0.2811680686746566,0.6435531914893617,0.3435025253770442,1.2682237855410625
0.60.4,24.0,1.0,1.4515745582315948e-05,0.848283598897922,0.3396160359951927,0.007946960861845242,0.07676118612584182,0.1080119574878803,0.1157612706148755,0.21377078938987712,1.49639552572914,[ 1.4964 -1.1914],0.2643639143399006,0.5855531914893617,0.34149804281172486,1.1914151486409872
0.60.4,25.0,1.0,0.00013261390637744438,0.7824233297434162,0.10928668234303308,0.08025688238852015,0.10701979627572618,0.11368921872871644,0.11549319050717032,0.1869002448418514,1.3083017138929598,[ 1.3083 -1.1139],0.2335872116910617,0.5368085106382978,0.3435025253770442,1.1138982477064037
0.60.4,26.0,1.0,0.00111048265141022,0.62826890651079,0.03338997912241205,0.08643562783000344,0.10897665240696475,0.11326331817700146,0.11436422495033138,0.15511559880698764,1.0858091916489134,[ 1.0858 -1.0304],0.19942145682800805,0.4874468085106382,0.3435025253770442,1.0303707907156903
0.60.4,27.0,1.0,0.006547532090723443,0.3403821345206509,0.059308310941328775,0.09812908541525918,0.11102440582929612,0.11376154116902439,0.11450765249108298,0.12052295177962367,0.8436606624573657,[ 0.8437 -0.9478],0.16929632763333216,0.4350000000000001,0.3435025253770442,0.9477988530103765
0.60.4,28.0,1.0,0.030609516358875148,0.14142721845402473,0.10918294179757934,0.11047181775969986,0.1121922225962797,0.11280797135610414,0.1131843799122563,0.1042680097478313,0.7298760682348191,[ 0.7299 -0.8598],0.13755795887015818,0.3807021276595745,0.34149804281172486,0.8597581293414576
0.60.4,29.0,1.0,0.09935350784360837,0.061550473461905675,0.09758874436995035,0.10880512869220149,0.11087251350958993,0.11145858465271188,0.11176212065906309,0.10019872474129012,0.7013910731890308,[ 0.7014 -0.7761],0.1070031858123642,0.3276382978723404,0.34149804281172486,0.7761395264964295
0.60.4,30.0,1.0,0.13929262460798486,0.06954209407205597,0.09997515281116758,0.10764744915711329,0.10938933318452466,0.10980076693871735,0.1104647665253442,0.1065874553281297,0.7461121872969079,[ 0.7461 -0.6962],0.08132634727358609,0.2733404255319149,0.34149804281172486,0.6961648156172258
0.50.5,15.0,1.0,1.1745120248653568e-21,0.0003267217856435326,0.7809393098931053,0.7389874018124998,0.00441557945907714,0.07008288425654036,0.1126674015028457,0.24391704267281597,1.7074192987097119,[ 1.7074 -1.8248],0.4629724152201101,1.0224042553191488,0.3394667526727766,1.8248434232120354
0.50.5,16.0,1.0,4.907265296461529e-19,0.003372039254210167,0.7979612319010431,0.2067358069634356,0.07882490927371213,0.11290121469089667,0.12351141702733821,0.18904380273009083,1.3233066191106357,[ 1.3233 -1.7526],0.4177135440071776,0.9934042553191489,0.34149804281172486,1.7526158421380513
0.50.5,17.0,1.0,1.3675305647959148e-16,0.02310321468712076,0.8112569881364303,0.04354975277159851,0.09187688996520273,0.11559610776278616,0.12293656056318415,0.17261707341233182,1.2083195138863227,[ 1.2083 -1.679 ],0.3872845425531594,0.9502127659574466,0.34149804281172486,1.678995351322331
0.50.5,18.0,1.0,2.541850363712224e-14,0.09923510264808748,0.8224191578595449,0.011222458584049546,0.07857002536978576,0.11329589046211251,0.12272352577083291,0.17820945152777695,1.2474661606944386,[ 1.2475 -1.6078],0.36053141456713267,0.9057872340425531,0.34149804281172486,1.6078166914214107
0.50.5,19.0,1.0,3.1512173111628133e-12,0.30499769337069155,0.8262255095800106,0.005289388508029133,0.07067121463044886,0.11162282168978259,0.12142273057077121,0.2057470511932693,1.4402293583528851,[ 1.4402 -1.5414],0.3340367176559819,0.8638297872340426,0.3435025253770442,1.5413690302670688
0.50.5,20.0,1.0,1.3321090511824368e-10,0.4739020681719668,0.7890545664988142,0.005901696513701752,0.07214006378562048,0.11213745662932771,0.12037312466690345,0.22478699662850649,1.5735089763995453,[ 1.5735 -1.4745],0.3214722056207258,0.809531914893617,0.3435025253770442,1.474506645891387
0.50.5,21.0,1.0,3.647819832806806e-09,0.6520430016846582,0.697555448583968,0.0067414387245557815,0.07483827229221623,0.10989501974753638,0.11993954602429913,0.23728753295786478,1.6610127307050535,[ 1.661 -1.408],0.3080498695844813,0.756468085106383,0.3435025253770442,1.4080204800679086
0.50.5,22.0,1.0,8.350154203407428e-08,0.7986358885678352,0.5534739202345603,0.008276458515848661,0.07594869855175582,0.11003765064142716,0.11736712040998805,0.23767711720327958,1.663739820422957,[ 1.6637 -1.3361],0.29223682320200484,0.7003191489361702,0.3435025253770442,1.3360584975152192
0.50.5,23.0,1.0,1.1067480299157688e-06,0.8387630978033688,0.47263370074234917,0.008131071304766034,0.07489496164897638,0.10876783617439062,0.11713673783681906,0.23147550175124287,1.6203285122587001,[ 1.6203 -1.2679],0.2814168330330914,0.642936170212766,0.3435025253770442,1.2678555286229014
0.50.5,24.0,1.0,1.4515745582315948e-05,0.8491411605737275,0.34825019778083466,0.007226581709473734,0.07510486415425997,0.10891679361862555,0.1157684278743886,0.21491750592241318,1.5044225414568924,[ 1.5044 -1.1938],0.26486677309601603,0.587404255319149,0.34149804281172486,1.1937690712268898
0.50.5,25.0,1.0,0.00013261390637744438,0.7867038190917323,0.11260574007988368,0.07487824451342748,0.10563503646092745,0.11339686884890834,0.11548941241251602,0.1869773907591104,1.308841735313773,[ 1.3088 -1.1142],0.2338544555720097,0.5368085106382978,0.3435025253770442,1.1141654915873516
0.50.5,26.0,1.0,0.00111048265141022,0.6321854064413307,0.03407585963302536,0.08666807860046798,0.10894286763779797,0.11325604882518282,0.1143134231363863,0.15579316670365734,1.0905521669256013,[ 1.0906 -1.0307],0.19976855021790035,0.48744680851063826,0.3435025253770442,1.0307178841055826
0.50.5,27.0,1.0,0.006547532090723349,0.3469146337608495,0.057278334967679596,0.09770828150687631,0.10964087323416183,0.11232807898439513,0.11299000020448509,0.12048681924988155,0.8434077347491709,[ 0.8434 -0.9464],0.16975452521906864,0.43314893617021283,0.3435025253770442,0.9464059867663256
0.50.5,28.0,1.0,0.030609516358875148,0.14152732346464275,0.10835152247736125,0.10922417488015536,0.11064458068563503,0.11136155809960543,0.1116827784401234,0.10334306491519976,0.7234014544063984,[ 0.7234 -0.8591],0.13755795887015818,0.38008510638297877,0.34149804281172486,0.8591411080648619
0.50.5,29.0,1.0,0.09935350784360837,0.06118978947293982,0.09884629665786819,0.10762108609338301,0.10943986296537342,0.11003651911930411,0.11028115543879019,0.09953831679875244,0.6967682175912671,[ 0.6968 -0.7768],0.1070031858123642,0.32825531914893624,0.34149804281172486,0.7767565477730254
0.50.5,30.0,1.0,0.1417898953942433,0.06790113556865977,0.09867058958822446,0.10622903917731794,0.10781204003613037,0.10861408649422229,0.10912799824314902,0.10573496921456389,0.7401447845019472,[ 0.7401 -0.6947],0.08110820830448867,0.27210638297872336,0.34149804281172486,0.6947126340949369
0.40.6,15.0,1.0,1.1745120248653568e-21,0.0003267217856435326,0.7711870320230322,0.6305362694240482,0.014486201381159323,0.08209977560957671,0.11513404438457545,0.2305385778011479,1.6137700446080352,[ 1.6138 -1.8251],0.4532097865261374,1.0304255319148936,0.34149804281172486,1.8251333612527558
0.40.6,16.0,1.0,4.907265296461529e-19,0.003372039254210167,0.7947546911991747,0.1974031342349353,0.07830299167857158,0.11157361321447813,0.12079663466989791,0.18660044346446683,1.3062031042512678,[ 1.3062 -1.7533],0.41714022876749096,0.9946382978723403,0.34149804281172486,1.7532765694515562
0.40.6,17.0,1.0,1.3675305647959148e-16,0.02310321468712076,0.8116574594292614,0.043954025538357186,0.09310533016211693,0.11312574412707022,0.12125311073421856,0.17231412638259216,1.206198884678145,[ 1.2062 -1.6803],0.3873825109500584,0.9514468085106382,0.34149804281172486,1.6803273622724215
0.40.6,18.0,1.0,2.541850363712224e-14,0.09923510264808748,0.8227779909972327,0.011384842357527005,0.07964901969949673,0.11084427101761123,0.119703453949316,0.17765638295275665,1.2435946806692966,[ 1.2436 -1.6085],0.3605922888211981,0.9064042553191489,0.34149804281172486,1.608494586952072
0.40.6,19.0,1.0,3.1512173111628133e-12,0.30499769337069155,0.8262255095800106,0.0050132269968732115,0.07127713096456977,0.11039101418879224,0.11858944230915597,0.20521343105903495,1.4364940174132446,[ 1.4365 -1.5432],0.33405419343831133,0.8656808510638297,0.3435025253770442,1.5432375698791851
0.40.6,20.0,1.0,1.4880263954644324e-10,0.4902634481195232,0.780984024610338,0.005617680411345443,0.07260243031768394,0.10940879670076212,0.11842514668442068,0.22532878957041086,1.577301526992876,[ 1.5773 -1.4744],0.32016086100490754,0.8107659574468085,0.3435025253770442,1.4744293438287603
0.40.6,21.0,1.0,3.647819832806806e-09,0.6520706684433157,0.7022677360903434,0.0060776403352786655,0.0740470389634729,0.10850272501386092,0.11702422269065514,0.23714143359782094,1.6599900351847465,[ 1.66   -1.4064],0.30827942529692276,0.7546170212765957,0.3435025253770442,1.4063989719505625
0.40.6,22.0,1.0,8.350154203407428e-08,0.7987522173566959,0.5550283663976159,0.007768623972545709,0.07551830821071784,0.10881528738121361,0.11709506291957751,0.2375682785342726,1.6629779497399082,[ 1.663  -1.3379],0.2922760914693733,0.7021702127659574,0.3435025253770442,1.3379488296123747
0.40.6,23.0,1.0,1.1067480299157688e-06,0.839242589668319,0.4787181664131276,0.007109601686483542,0.07396891058509718,0.10600148392206178,0.11409718550504196,0.23130557778973726,1.6191390445281608,[ 1.6191 -1.2669],0.2817130426637373,0.6417021276595744,0.3435025253770442,1.2669176957003558
0.40.6,24.0,1.0,1.4515745582315948e-05,0.8498854822751019,0.35641840305576244,0.008576891171275206,0.07543930840180647,0.10625563381337769,0.11284918574049092,0.21563420288619958,1.5094394202033972,[ 1.5094 -1.1993],0.2653293156728536,0.5904893617021277,0.3435025253770442,1.1993212027520257
0.40.6,25.0,1.0,0.00013261390637744438,0.7899708878809706,0.11563583638787764,0.07090228539632726,0.1011953608367344,0.11023484987511654,0.11243402073450867,0.18578655071684463,1.3005058550179125,[ 1.3005 -1.1128],0.23429320168122428,0.5349574468085105,0.3435025253770442,1.1127531738667789
0.40.6,26.0,1.0,0.00111048265141022,0.6403362332369159,0.03533601288967192,0.08716251021945198,0.1065127636105639,0.11043812448279627,0.11146218724314981,0.1560511877619943,1.0923583143339601,[ 1.0924 -1.0299],0.20014572870949884,0.4862127659574468,0.3435025253770442,1.02986102004399
0.40.6,27.0,1.0,0.006547532090723443,0.35134564019611547,0.054946744016070484,0.09496847543226149,0.10681537500898036,0.10947845270427274,0.11007951742869033,0.11916881955387347,0.8341817368771143,[ 0.8342 -0.9425],0.17013722103807943,0.4288297872340425,0.3435025253770442,0.9424695336491661
0.40.6,28.0,1.0,0.0296925530603432,0.1483387971950654,0.10643289010878416,0.10643494100286909,0.10915891097714808,0.10994111022104208,0.1102131202504279,0.1028874746879543,0.72021232281568,[ 0.7202 -0.8578],0.13863647053711411,0.37761702127659574,0.34149804281172486,0.8577515346254347
0.40.6,29.0,1.0,0.09790947703326956,0.06261668312646378,0.09780314633972009,0.10509825887466698,0.10658927475639539,0.10842194311525326,0.10756365776377895,0.09800034871564971,0.686002441009548,[ 0.686  -0.7769],0.10776124065910195,0.3276382978723404,0.34149804281172486,0.7768975813431671
0.40.6,30.0,1.0,0.14089022006647517,0.06666625195671108,0.09613399314552659,0.10428977831070438,0.10521270807267172,0.1057985249014751,0.10726982506232699,0.10375161450227013,0.726261301515891,[ 0.7263 -0.6947],0.08168050819313069,0.2714893617021277,0.34149804281172486,0.6946679127069832
0.20.8,15.0,1.0,1.1745120248653568e-21,0.0003267217856435326,0.7711599697723708,0.6304114469075891,0.013924181255877854,0.08256998710732501,0.1115074887031451,0.2299856850759931,1.6098997955319516,[ 1.6099 -1.8235],0.4503479843979247,1.031659574468085,0.34149804281172486,1.8235056016777347
0.20.8,16.0,1.0,4.907265296461529e-19,0.003372039254210167,0.7968666784667062,0.2026733249493142,0.06946143650803038,0.10453798083263345,0.11567644822050015,0.18465541546162778,1.2925879082313945,[ 1.2926 -1.7499],0.4175005181978559,0.9909361702127658,0.34149804281172486,1.7499347312223466
0.20.8,17.0,1.0,1.3675305647959148e-16,0.02310321468712076,0.8110540708043827,0.04334775305539064,0.09523767553697962,0.10943688699417603,0.11538541880973856,0.1710807171268269,1.1975650198877883,[ 1.1976 -1.6783],0.3872353534959397,0.949595744680851,0.34149804281172486,1.6783291409885155
0.20.8,18.0,1.0,2.541850363712224e-14,0.09923510264808748,0.8219095913983808,0.011088751224162528,0.08170975974946981,0.10739116214404691,0.11533731885966783,0.17666738371769153,1.2366716860238407,[ 1.2367 -1.6058],0.3603946261528285,0.903936170212766,0.34149804281172486,1.6058288391773194
0.20.8,19.0,1.0,3.1512173111628133e-12,0.30499769330459975,0.8250239883600882,0.0038883384748464467,0.0709227709058815,0.10645379111362922,0.11544414872425925,0.20381867584092223,1.4267307308864556,[ 1.4267 -1.5343],0.3338941950892864,0.8588936170212766,0.34149804281172486,1.534285854922288
0.20.8,20.0,1.0,1.4880263954644324e-10,0.4902629761662447,0.778854979310087,0.0037927749612387,0.07028102930647558,0.1064237378711988,0.11418852607447817,0.22340057483407505,1.5638040238385253,[ 1.5638 -1.4649],0.3200765141522729,0.8033617021276594,0.34149804281172486,1.4649362590916573
0.20.8,21.0,1.0,3.647819832806806e-09,0.6599967070331704,0.6884927002187925,0.0039899552303616055,0.07133524032360196,0.10555037966427178,0.11995669828629557,0.23561738348633052,1.6493216844043137,[ 1.6493 -1.4048],0.3072548797218476,0.754,0.3435025253770441,1.4047574050988918
0.20.8,22.0,1.0,8.350154203407428e-08,0.7995043001147752,0.5529148525376256,0.004551591883968806,0.07290547858158955,0.10455135544345504,0.11847911765963347,0.23612953996036992,1.6529067797225894,[ 1.6529 -1.3336],0.29222493446488623,0.6978510638297872,0.3435025253770441,1.3335785236717175
0.20.8,23.0,1.0,1.1067480299157688e-06,0.8439171732354542,0.46062602376160383,0.004435543456007544,0.07173797963704953,0.10437433694015612,0.11829756437630999,0.22905567545065872,1.603389728154611,[ 1.6034 -1.2662],0.2797835691069007,0.6429361702127661,0.3435025253770441,1.266222264696711
0.20.8,24.0,1.0,1.4515745582315948e-05,0.8498854822751019,0.35641840305576244,0.0053360548943260245,0.07305404959223402,0.11111019346526736,0.1180155164647164,0.21626203078471293,1.5138342154929905,[ 1.5138 -1.2013],0.2653399404103369,0.5904893617021276,0.34550700794236344,1.201336310054828
0.20.8,25.0,1.0,0.00013261390637744438,0.7920086656019446,0.11779102660964123,0.06199414107894672,0.09828060255147103,0.11556051475874081,0.11770594060510986,0.18621050073031883,1.303473505112232,[ 1.3035 -1.1208],0.23460993293997084,0.5386595744680851,0.3475114905076827,1.1207809979157388
0.20.8,26.0,1.0,0.00111048265141022,0.6403362332369159,0.035326274987861936,0.08832576854564483,0.11137004147096828,0.11542952649709132,0.11644162368213103,0.15833427872457478,1.1083399510720235,[ 1.1083 -1.0408],0.20014572870949884,0.4911489361702127,0.34951597307300203,1.0408106379527136
0.20.8,27.0,1.0,0.006372527055707537,0.3558709410101982,0.03956324309914228,0.0927979660344679,0.10527665385290094,0.11480106675666472,0.11532171627534778,0.11857201629777561,0.8300041140844293,[ 0.83   -0.9476],0.170764179992893,0.4312978723404256,0.34550700794236344,0.9475690602756821
