Weights,Mean_Average_IQB,Mean_IQB_temp15,Mean_IQB_temp20,Mean_IQB_temp25,Mean_IQB_temp30
"0.0,0.3131524,0.6868476,0.0",0.33451516419332666,0.1633206320541221,0.3319568996244981,0.6456522403063608,0.3379524032340708
"0.0,0.42842057,0.46933228,0.10224715",0.3426945589391741,0.1307313513980777,0.2772649355220394,0.6132192092700064,0.3371376601441086
"0.0,0.6059098,0.0,0.3940902",0.3208866490565046,0.1343430941637083,0.2549438317796821,0.3121033476251871,0.3688165534463256
"0.0,0.64200103,0.0,0.35799897",0.3177453868838318,0.1365227940445703,0.2279547019417258,0.2919462773821334,0.3886310194278935
"0.00041737853,0.6014442,0.0,0.39813846",0.31868444349925906,0.1343349150464063,0.2560010398855014,0.314527164950075,0.3688155618878238
"0.0059103207,0.36401325,0.63007647,0.0",0.3874793733950322,0.1598458004917072,0.3563580183926183,0.7722008695527635,0.3400109961658925
"0.0063794013,0.36365548,0.6299651,0.0",0.3905733976671565,0.1591418892952872,0.3617105226686825,0.7783446316390659,0.3406898578537268
"0.023239043,0.3881524,0.55579376,0.032814838",0.4756651196326349,0.1890460014966961,0.4476755187516,0.8289044373429675,0.3869006406648521
"0.08183902,0.2456498,0.4641224,0.20838878",0.7788250256363104,0.4934257445258075,0.759508232146912,0.8983478316673723,0.7590288910590506
"01,0,0,0",0.3969554931435684,0.3215186774484315,0.4172013137510393,0.4020472802972686,0.4007204332433067
