Weights,Mean_Average_IQB,Mean_IQB_temp15,Mean_IQB_temp20,Mean_IQB_temp25,Mean_IQB_temp30
"0.0,0.33670142,0.66329855,0.0",0.49365408509932135,0.3155363691198708,0.4756686443677336,0.5858578450126897,0.6204620109329805
"0.0,0.9081298,0.0,0.09187022",0.624906252196416,0.1804355510075861,0.4414341760134904,0.7836152018931225,0.8420897232528317
"0.0,1.0,0.0,0.0",0.6406185444716976,0.2365307407826719,0.5979153032809231,0.7424818511943824,0.862301958601221
"0.031702142,0.30184844,0.6664494,0.0",0.6832901429343459,0.360813912596818,0.6568560928413582,0.8050453657653389,0.8284204946957485
"0.040455896,0.17173977,0.2775199,0.5102844",0.5369988419049968,0.3965500994624378,0.5406337663091786,0.5976916838066432,0.6325860003292334
"0.044299383,0.066104285,0.5213543,0.36824203",0.5657672109194005,0.4252026734876371,0.5046511035399078,0.6473521058275635,0.7653427218973121
"0.051336333,0.19856311,0.519839,0.2302616",0.6791493270008016,0.3630780167598447,0.5642628359400342,0.8057226897881682,0.8563971844681413
"0.056963354,0.35234013,0.45283994,0.13785657",0.716463470961082,0.4241151691493663,0.5940374331389406,0.8610019264648223,0.8591195642025404
"0.05882872,0.0,0.050949123,0.89022213",0.5882900479797889,0.3678749319824773,0.4744425317705313,0.7588738881549165,0.7194566675452553
"0.09415674,0.0,0.90584326,0.0",0.7562242152762509,0.520712045965927,0.6992448406330115,0.8719814888182623,0.8944894321253544
"0.14159292,0.0,0.8584071,0.0",0.7676595468684553,0.5361047223484737,0.7128510011434412,0.8789063816117869,0.8844948871738442
"0.24955674,0.7504433,0.0,0.0",0.8070291612796656,0.6122467983948875,0.7696693786342043,0.877494880049721,0.8877426168067044
"0.29849294,0.70150703,0.0,0.0",0.8079605149743468,0.6213052141569884,0.7706086454388223,0.877705958071747,0.8848173364738072
"01,0,0,0",0.5837331473534854,0.388385154055041,0.6194362196295125,0.6711995934660815,0.8286822127100039
