P-iqb,P-eletrico,P-agua,P-gas,Temperatura ambiente,Tarifa da energia Selétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
0.0,1.0,0.0,0.0,15.0,1.0,9.538758603423243e-27,0.0023725792811769815,0.06295053451687183,0.4433197679879478,0.8210490822160189,0.7466798149430166,0.7396859546192035,0.4022939619377479,2.8160577335642354,[ 2.8161 -0.3649 -0.3971 -1.1551],0.3648636065157723,1.1550638297872338,0.3971470501788807,1.917074486481887
0.0,1.0,0.0,0.0,16.0,1.0,8.434051498429934e-17,0.007846879049158649,0.11765974058972642,0.7240737774261056,0.9207211545858489,0.8637218725930149,0.8612562416976924,0.49932566656307814,3.495279665941547,[ 3.4953 -0.3091 -0.3867 -1.115 ],0.3090703852453833,1.1149574468085104,0.386746270484982,1.8107741025388757
0.0,1.0,0.0,0.0,17.0,1.0,5.827488927222223e-08,0.09942024167088963,0.421170316877746,0.9102120240055381,0.9478629677365303,0.9454675973213796,0.9447960468148603,0.6098470361002619,4.268929252701834,[ 4.2689 -0.3816 -0.3687 -1.0662],0.3815996156930855,1.0662127659574467,0.368675563761182,1.8164879454117142
0.0,1.0,0.0,0.0,18.0,1.0,1.9479869450523843e-05,0.06300727779748057,0.7338455155761384,0.9748593901800022,0.9885201504917528,0.9884240816864641,0.9884799869095917,0.6767365546444114,4.73715588251088,[ 4.7372 -0.1304 -0.3601 -1.0699],0.13035000881813275,1.069914893617021,0.36007243719413573,1.5603373396292897
0.0,1.0,0.0,0.0,19.0,1.0,0.00019523142613711713,0.11155468296147579,0.5329287640835692,0.9824881889125122,0.9915594459156972,0.9910102468335158,0.9908943789195699,0.657232991293211,4.600630939052477,[ 4.6006 -0.005  -0.3675 -1.0853],0.004964066162192133,1.0853404255319148,0.36749907595641756,1.4578035676505245
0.0,1.0,0.0,0.0,20.0,1.0,0.0005791163775196827,0.019910432439947497,0.254897849009646,0.34352643381786957,0.9941248214861802,0.9875481485592843,0.987568729489874,0.5125936473114744,3.588155531180321,[ 3.5882 -0.0699 -0.3746 -0.9737],0.06986486830302024,0.973659574468085,0.3746366747676091,1.4181611175387143
0.0,1.0,0.0,0.0,21.0,1.0,0.0015953178045054596,0.5963541486041841,0.9904696735458532,0.9460101429143923,0.886304324879827,0.8839304661123942,0.8829735444450127,0.7410910883294527,5.1876376183061685,[ 5.1876 -0.1453 -0.2747 -0.7879],0.14530945150410327,0.7879361702127659,0.27474728457295733,1.2079929062898265
0.0,1.0,0.0,0.0,22.0,1.0,0.0031832665674902776,0.267709879038815,0.1951869442503904,0.978779677931472,0.7868973634183426,0.6933575223688689,0.6879284286900035,0.5161490117521975,3.6130430822653827,[ 3.613  -0.0587 -0.2793 -0.7509],0.05870725215128801,0.7509148936170212,0.2792813116803636,1.088903457448673
0.0,1.0,0.0,0.0,23.0,1.0,0.0031448350053106316,0.2784542940515684,0.1475528634138026,0.9193186221975972,0.6054511243552718,0.3669769706222468,0.36787918788893587,0.3841111282192476,2.688777897534733,[ 2.6888 -0.0528 -0.2296 -0.609 ],0.05275196230579149,0.6089999999999999,0.22956892923338817,0.8913208915391795
0.0,1.0,0.0,0.0,24.0,1.0,0.001355261471311965,0.3177109811241972,0.16421176643016966,0.3677278976241599,0.3678791219961099,0.36787895758292843,0.36787879899251824,0.2792346836030565,1.9546427852213955,[ 1.9546 -0.0422 -0.1865 -0.4986],0.04220619771162567,0.4985531914893616,0.18650955532936697,0.7272689445303543
0.0,1.0,0.0,0.0,25.0,1.0,0.00014845570771125185,0.35827404915250516,0.13887386448932237,0.367879284635588,0.36787914652978276,0.3678790050284954,0.36787886980845935,0.2812589536216949,1.9688126753518644,[ 1.9688  0.     -0.1764 -0.4652],0.0,0.46523404255319145,0.17639102238947035,0.6416250649426618
0.0,1.0,0.0,0.0,26.0,1.0,0.0003499590969767139,0.3343678527319716,0.03264118333552971,0.36768394968295853,0.36787911221195907,0.3678789947040634,0.36787888580091416,0.2626685625091962,1.8386799375643732,[ 1.8387  0.     -0.1787 -0.4399],0.0,0.43993617021276593,0.17874159307828583,0.6186777632910517
0.0,1.0,0.0,0.0,27.0,1.0,0.001967750075205608,0.26919132510097976,0.5055107209576651,0.36782733547771046,0.3678792924983988,0.36787919131038166,0.3678790915252339,0.32116210099222503,2.2481347069455753,[ 2.2481  0.     -0.2252 -0.4671],0.0,0.46708510638297873,0.22524295620454185,0.6923280625875206
0.0,1.0,0.0,0.0,28.0,1.0,0.016324280414520047,0.2396962260139188,0.40458617439986794,0.15383592474791888,0.3678793186738947,0.3678792349288253,0.36787915272527455,0.27401147312917434,1.9180803119042202,[ 1.9181  0.     -0.2671 -0.4523],0.0,0.45227659574468093,0.2670654429037921,0.719342038648473
0.0,1.0,0.0,0.0,29.0,1.0,0.06470601458282492,0.3141908384821953,0.4105292983410657,0.1999047493077863,0.3678793299782295,0.3678792620257119,0.36787919644935263,0.2989955270238808,2.092968689167166,[ 2.093   0.     -0.2494 -0.4066],0.0,0.4066170212765957,0.24939037522337093,0.6560073964999666
0.0,1.0,0.0,0.0,30.0,1.0,0.181482464579088,0.29188786454805676,0.4155039670790993,0.2547611249811256,0.36787936418846234,0.36787931049072065,0.367879258462406,0.32103905061842264,2.2472733543289585,[ 2.2473  0.     -0.265  -0.3906],0.0,0.39057446808510643,0.26504926822609237,0.6556237363111987
0.100379705,2.4969479e-17,0.8996203,0.0,15.0,1.0,1.3662621232704522e-10,0.03100247542283981,0.44261956166731264,0.50353286047909,0.5433132199092895,0.9794834101919128,0.1740198305233917,0.3819959083329233,2.673971358330463,[ 2.674  -0.5549 -0.3623 -1.2464],0.5548926022150621,1.2463829787234042,0.3622632097058941,2.16353879064436
0.100379705,2.4969479e-17,0.8996203,0.0,16.0,1.0,3.2347573069350534e-09,0.23921097555704574,0.4392486953981045,0.549881792880824,0.4216583071014972,0.9717233253452421,0.18194775978983924,0.4005244084724729,2.80367085930731,[ 2.8037 -0.5923 -0.3669 -1.1619],0.5923189540708138,1.1618510638297872,0.36694040317618287,2.121110421076784
0.100379705,2.4969479e-17,0.8996203,0.0,17.0,1.0,6.006466728154818e-08,0.33774180759412864,0.43621214519693896,0.2271218787167504,0.8744357435852024,0.6266599348131188,0.29047637277316724,0.39894970610628194,2.7926479427439737,[ 2.7926 -0.5839 -0.3355 -0.9693],0.5838565599093618,0.9693404255319148,0.3355328716939996,1.8887298571352762
0.100379705,2.4969479e-17,0.8996203,0.0,18.0,1.0,8.747141420007307e-07,0.41140925655880645,0.25218948547387543,0.9603712206246747,0.812239681443099,0.18541448795902965,0.7921686362374816,0.48768480614444415,3.413793643011109,[ 3.4138 -0.4589 -0.2821 -0.8385],0.45887649863603613,0.838531914893617,0.2821373286722438,1.5795457422018968
0.100379705,2.4969479e-17,0.8996203,0.0,19.0,1.0,9.990400979440387e-06,0.4519688397214153,0.3678793459500462,0.9696293504435073,0.6021028423813217,0.47043273948209924,0.8762475645204638,0.534038667557119,3.738270672899833,[ 3.7383 -0.5681 -0.2727 -0.7447],0.5681343610227149,0.7447446808510637,0.2727348621922017,1.5856139040659802
0.100379705,2.4969479e-17,0.8996203,0.0,20.0,1.0,8.948894546117259e-05,0.44761064304395376,0.36787940294536936,0.949776805356652,0.4077085792387763,0.9814845487457096,0.5606338545443956,0.5307404746886168,3.7151833228203177,[ 3.7152 -0.4412 -0.2604 -0.7281],0.4411969314961271,0.7280851063829786,0.2604269318462658,1.4297089697253715
0.100379705,2.4969479e-17,0.8996203,0.0,21.0,1.0,0.0009917669675145403,0.4255990337386716,0.36787943103331383,0.6895018387077746,0.2908009455952982,1.0,0.8151127871022332,0.5128408290206866,3.589885803144806,[ 3.5899 -0.5169 -0.2787 -0.6991],0.5168601856113441,0.6990851063829786,0.27866861907191665,1.494613911066239
0.100379705,2.4969479e-17,0.8996203,0.0,22.0,1.0,0.002219612896704582,0.4106711078242529,0.3678794451415605,0.05853282091930858,0.41099886401925445,0.36787944499918535,0.05907057591636135,0.23960741024523255,1.6772518717166278,[ 1.6773 -0.2817 -0.2734 -0.7318],0.28165906485690234,0.731787234042553,0.27343798467605285,1.286884283575508
0.100379705,2.4969479e-17,0.8996203,0.0,23.0,1.0,0.0007780381010213754,0.41321321163860764,0.36787944960105595,0.056638161569037206,0.8351755367548437,0.09918369220380609,0.295478014978062,1.772868089868372,[-3.2271 -5.2957 -5.1943 -5.646 ],0.2956510084760802,0.6460212765957446,0.19430696311245027,1.1359792481842752,
0.100379705,2.4969479e-17,0.8996203,0.0,24.0,1.0,3.690828352245009e-06,0.4173318474253014,0.3678794530633932,0.09795414966291255,0.6906302476055102,0.27622177033229484,0.8126530782739224,0.3803820338845267,2.6626742371916867,[ 2.6627 -0.1317 -0.1982 -0.5936],0.13166015313066157,0.5935744680851062,0.19815305105813516,0.923387672273903
0.100379705,2.4969479e-17,0.8996203,0.0,25.0,1.0,0.015934435338963444,0.4118160652933788,0.3678794595858192,0.1844580218858037,0.01819593398827683,0.661545475290285,0.22899739067102626,0.2698323974362219,1.8888267820535531,[-3.1112 -5.1259 -5.2004 -5.6047],0.12594586383231784,0.6046808510638296,0.20035111058446298,0.9309778254806105
0.100379705,2.4969479e-17,0.8996203,0.0,26.0,1.0,0.36434560152581896,0.36787933986453714,0.0644683420456499,0.0039382385986823825,0.3145968516035056,0.4077310788269275,0.3678794654923552,0.2701198454224966,1.8908389179574765,[ 1.8908 -0.1815 -0.1914 -0.4714],0.18150000000000005,0.4714042553191488,0.19143290539577476,0.8443371607149236
0.100379705,2.4969479e-17,0.8996203,0.0,27.0,1.0,0.44832743570558264,0.3678793994972872,0.19311160464579386,0.048814351520120904,0.004640038597596694,0.6768156486653196,0.43162058863277564,0.3101727238949252,2.1712090672644764,[ 2.1712 -0.2136 -0.1251 -0.3653],0.21358695921636583,0.36527659574468074,0.1250849265467906,0.7039484815078372
0.100379705,2.4969479e-17,0.8996203,0.0,28.0,1.0,0.4845179084554537,0.3678794413396701,0.3066761478022337,0.2232708006140531,0.08327077002473304,0.00830558721656324,0.055593833462283235,0.2185020698449986,1.52951448891499,[ 1.5295 -0.1568 -0.103  -0.2548],0.1568044861462696,0.2548297872340425,0.10298278332315153,0.5146170567034636
0.100379705,2.4969479e-17,0.8996203,0.0,29.0,1.0,0.4557120454808058,0.36787946651070014,0.35541066500172513,0.3114214555253697,0.2236191999237303,0.10868076787015252,0.013090117112030947,0.26225910248921636,1.8358137174245146,[ 1.8358 -0.1406 -0.0899 -0.2388],0.14056294138829226,0.23878723404255317,0.08988412816326018,0.4692343035941056
0.100379705,2.4969479e-17,0.8996203,0.0,30.0,1.0,0.40949297547572505,0.3679109586188083,0.37702489456318883,0.342508407225105,0.3050891645281852,0.2252418254366103,0.09897494457693361,0.3037490243463652,2.1262431704245564,[ 2.1262 -0.1247 -0.0855 -0.224 ],0.12472608968655727,0.2239787234042553,0.08547691128381514,0.4341817243746277
0.0,0.0,1.0,0.0,15.0,1.0,3.873789966190772e-17,0.006098258023878923,0.5424555458165405,0.3678793365223838,0.00020873469223349294,0.48479800263757383,0.12165330703058692,0.2175847406747425,1.5230931847231977,[ 1.5231 -0.5018 -0.2328 -0.7904],0.501765427743134,0.7904042553191488,0.2328185915450643,1.524988274607347
0.0,0.0,1.0,0.0,16.0,1.0,2.3044627316557705e-17,0.29606085489378653,0.007760208653939652,0.7387598602121505,0.36787927089233297,0.0001897090918405751,0.6091804550428158,0.2885471941124094,2.019830358786866,[ 2.0198 -0.4103 -0.2122 -0.7577],0.41031428924335245,0.7577021276595743,0.21220787007701195,1.3802242869799388
0.0,0.0,1.0,0.0,17.0,1.0,8.077368904679616e-19,0.3700305632455928,0.9054934296651587,0.3678793127114878,0.0020430679144867363,0.7021317922018044,0.3678792808054917,0.3879224923634318,2.7154574465440224,[ 2.7155 -0.3892 -0.2009 -0.7133],0.3892145282300335,0.7132765957446808,0.20092266598717912,1.3034137899618936
0.0,0.0,1.0,0.0,18.0,1.0,7.34337392866139e-19,0.43125982628818255,0.9067353884063492,0.3678793267218021,0.05546395051496696,0.761970522310833,0.36787930456695894,0.4130269026870133,2.891188318809093,[ 2.8912 -0.3726 -0.1962 -0.6861],0.372572239812986,0.686127659574468,0.19622440392369,1.254924303311144
0.0,0.0,1.0,0.0,19.0,1.0,7.4747335710431285e-19,0.47971934090021867,0.3583370981783106,0.4107327607949029,0.29313729966393715,0.7805024562858282,0.3678793208153731,0.3843297538055101,2.6903082766385706,[ 2.6903 -0.3488 -0.1807 -0.6324],0.34877626600557865,0.6324468085106382,0.18072980999494168,1.1619528845111584
0.0,0.0,1.0,0.0,20.0,1.0,8.887485908236165e-16,0.45452941716998235,0.22752678323911812,0.8389724510500862,0.3678793425736814,0.5985128376066403,0.3678793069964157,0.4079000198051322,2.855300138635925,[ 2.8553 -0.3572 -0.1872 -0.5942],0.35723195046603273,0.5941914893617021,0.18724324273753332,1.138666682565268
0.0,0.0,1.0,0.0,21.0,1.0,2.25177136356659e-07,0.4404303847983138,0.36331074715128964,0.9437351822769025,0.3678793706763998,0.6671439280935495,0.3678793298419497,0.450054166859363,3.150379168015541,[ 3.1504 -0.3659 -0.196  -0.4992],0.36589216352920945,0.4991702127659574,0.19601794130262087,1.0610803175977876
0.0,0.0,1.0,0.0,22.0,1.0,0.037047898640673656,0.2088792667840178,0.9459224954266068,0.36787938385634505,0.7989554865811657,0.3678793586330552,0.19784275176645505,0.41777237738404555,2.9244066416883188,[ 2.9244 -0.2658 -0.1858 -0.5288],0.26578871161081724,0.5287872340425531,0.1857622533099705,0.9803381989633408
0.0,0.0,1.0,0.0,23.0,1.0,0.10931493949770842,0.5007758044196112,0.36787933159706204,0.9748885422422378,0.36787939752178656,0.6177908748749937,0.36429236442217583,0.4718316077965108,3.3028212545755755,[ 3.3028 -0.2479 -0.1651 -0.4122],0.24794607377332295,0.41217021276595733,0.16512358020658433,0.8252398667458646
0.0,0.0,1.0,0.0,24.0,1.0,0.19120861603503642,0.637323023033847,0.36787936157061113,0.34774380258535503,0.04269788722016475,0.839643702932275,0.3678793880686185,0.3991965402065582,2.7943757814459076,[ 2.7944 -0.2291 -0.1355 -0.385 ],0.2291319647108931,0.38502127659574464,0.13553315535812935,0.7496863966647671
