Weights,Ambient Temperature,Electricity Tariff,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,Average IQB,Total IQB,Total Reward,Total Electric Cost,Total Gas Cost,Total Water Cost,Total Bath Cost
"0.0,0.0,1.0,0.0",15.0,1.0,7.760265660639567e-05,0.06765383660383606,0.6889728562357518,0.08948231596070502,0.767184248197043,0.1723341905087815,0.7250761057289642,0.3586830222702411,2.5107811558916877,[ 2.5108 -0.4418 -0.2532 -0.8243],0.4417741255825607,0.8243404255319148,0.25323751934352656,1.519352070458002
"0.0,0.0,1.0,0.0",16.0,1.0,0.0002807571176578132,0.1456665968093819,0.46782376393572106,0.14029917729306593,0.7064857172756315,0.10705681371616262,0.7761184452756712,0.33481875306047026,2.343731271423292,[ 2.3437 -0.4067 -0.2539 -0.8126],0.40671519056562794,0.8126170212765955,0.2538663633913948,1.473198575233618
"0.0,0.0,1.0,0.0",17.0,1.0,0.0009162651460965926,0.2583531800687093,0.06692912683594356,0.7680763563641727,0.14171698484992407,0.8294760380609256,0.18504334140997156,0.3215016132479634,2.2505112927357436,[ 2.2505 -0.3795 -0.2278 -0.7435],0.3795305626710822,0.7435106382978721,0.22775795438106947,1.3507991553500238
"0.0,0.0,1.0,0.0",18.0,1.0,0.0026974149709609965,0.42353870061531423,0.11183587838619895,0.838709736384919,0.16681271777847995,0.800170477106558,0.1617863348484324,0.3579358942986947,2.505551260090863,[ 2.5056 -0.3531 -0.2209 -0.6997],0.3531157753067767,0.6997021276595743,0.22093133474541257,1.2737492377117634
"0.0,0.0,1.0,0.0",19.0,1.0,0.007116544319479443,0.4282686302855634,0.13094621044015758,0.877231247716919,0.1919939534655956,0.8543760403535743,0.20106484215952802,0.3844282098201168,2.6909974687408176,[ 2.691  -0.3325 -0.22   -0.6602],0.3324642656651205,0.6602127659574466,0.2200265613800215,1.2127035930025885
"0.0,0.0,1.0,0.0",20.0,1.0,0.002422253336143836,0.4185662005965699,0.1776732976060769,0.9689469792716523,0.25467985256048586,0.9544852084941675,0.2642198503295757,0.4344276631706675,3.0409936421946724,[ 3.041  -0.3121 -0.2175 -0.6399],0.3121036284073934,0.6398510638297872,0.21754869969516294,1.1695033919323436
"0.0,0.0,1.0,0.0",21.0,1.0,0.0027163135005084903,0.16158999083476047,0.9091578108105636,0.2580945039132938,0.9386094880747164,0.27574563039672356,0.9316772842816795,0.49679871740174947,3.477591021812246,[ 3.4776 -0.2814 -0.1811 -0.5584],0.28139260697399804,0.5584042553191488,0.18112293496534337,1.0209197972584902
"0.0,0.0,1.0,0.0",22.0,1.0,0.020696759039497036,0.08230260444606302,0.877345025516339,0.2294521308748216,0.9230504846826729,0.2773388060322296,0.9015620658500346,0.47310683949166543,3.311747876441658,[ 3.3117 -0.1815 -0.1797 -0.5559],0.18150000000000005,0.5559361702127659,0.1796748732064583,0.9171110434192242
"0.0,0.0,1.0,0.0",23.0,1.0,0.08085307614211264,0.26432113373727967,0.6418328614925459,0.18126422145375967,0.8732359619819373,0.2843197815355915,0.19017702781184334,0.3594291520221528,2.51600406415507,[ 2.516  -0.1815 -0.171  -0.5127],0.18150000000000005,0.5127446808510637,0.1710392703547864,0.8652839512058502
"0.0,0.0,1.0,0.0",24.0,1.0,0.16541071690977796,0.016962093328023994,0.8813579472464226,0.2963879995058326,0.05296338981258749,0.551649338136378,0.21886781220789076,0.31194275673527333,2.1835992971469134,[ 2.1836 -0.1815 -0.1465 -0.4362],0.18150000000000005,0.4362340425531913,0.14654688121077356,0.764280923763965
"0.0,0.0,1.0,0.0",25.0,1.0,0.2627318757754711,0.06574111675170802,0.01294739945420046,0.5202055512946907,0.24114019269547776,0.05273399070203149,0.07431992572160924,0.17568857891359838,1.2298200523951885,[ 1.2298 -0.1929 -0.1339 -0.3801],0.19290686770207016,0.38008510638297865,0.13388588786506864,0.7068778619501175
"0.0,0.0,1.0,0.0",26.0,1.0,0.36434560152581974,0.17850788091844064,0.0450188396467997,0.011135363306126052,0.1298037338273822,0.1255988893058385,0.06890234998722977,0.13190180835966236,0.9233126585176366,[ 0.9233 -0.1761 -0.1185 -0.3387],0.17614908212522953,0.33874468085106374,0.1184564361655255,0.6333501991418188
"0.0,0.0,1.0,0.0",27.0,1.0,0.45638425066152777,0.31234094894105296,0.15204088138255992,0.04185082752731207,0.011337790461317228,0.007090841138834159,0.054236687984878726,0.1478974611567833,1.035282228097483,[ 1.0353 -0.1692 -0.1053 -0.298 ],0.16922601549343114,0.29802127659574457,0.10532895081063809,0.5725762428998138
"0.0,0.0,1.0,0.0",28.0,1.0,0.5346495025463361,0.36655856117556146,0.2806529409767879,0.16499321980559498,0.07358113111307531,0.025046730706086012,0.006366436839636313,0.20740693188043974,1.4518485231630782,[ 1.4518 -0.1485 -0.0863 -0.2585],0.14849210815282765,0.258531914893617,0.08626771548075492,0.49329173852719954
