,n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean
0,1,-35.10327269103873,-11.8689998412098,2.048410248756408,3.1748807631160574
1,2,-31.48821329292696,-10.555670033303208,3.967084836959839,2.802659202239328
2,3,-24.95174299566861,-9.674286504738363,4.47159333229065,3.104895104895105
3,4,-22.763226307321748,-8.252310195820215,5.428975570201874,3.6072072072072072
4,5,-19.64262612252351,-6.257289323343435,7.190562748908997,4.345315904139434
5,6,-17.446377813816074,-4.583703120607427,7.714318418502808,5.103316326530612
6,7,-17.53391478061676,-3.2150832638272746,8.316372339241207,5.381720430107527
7,8,-16.418293046951298,-1.5836658419300296,7.691166561841964,5.96274217585693
8,9,-13.644516606628894,-0.10047714080498085,7.680682718753815,6.238689547581903
9,10,-13.919012695550919,0.9439436624503003,8.535822576284408,6.47411003236246
10,11,-10.399989045549592,2.5371234423129794,9.154267966747282,6.739057239057239
11,12,-10.399989045549592,3.2999270285767923,8.416403615474701,6.823931623931624
12,13,-10.399704229831697,4.094745361489769,9.23076291680336,6.89328743545611
13,14,-10.26695088148117,4.726076676193433,9.829205155838281,6.923875432525952
14,15,-10.20816707611084,5.329714675295122,9.518249309808015,6.958188153310105
15,16,-9.701855325698853,5.74788749738629,10.075107508897782,6.961739130434783
16,17,-3.2755836486816405,6.070986715073901,10.883268761634827,6.9877622377622375
17,18,-2.41835241317749,6.24473139515434,9.963683760911225,6.982578397212544
18,19,-8.337601566314698,6.4541512035691815,10.019637763500214,6.968586387434555
19,20,-0.7744735568761829,6.558232774241859,10.097764021158218,6.998251748251748
20,21,-4.250503420829773,6.731475899510743,10.498345819115642,6.980802792321117
21,22,-0.01981010437011732,6.859905923546825,10.059982460737228,6.994755244755245
22,23,2.4774274706840513,7.130440614301256,11.35972896963358,7.0
23,24,2.5902713775634765,7.181550917542259,10.349042904376983,7.0
24,25,2.530665588378906,7.326245753395318,10.591074055433271,7.0
25,26,-9.611028146743775,7.305240245820169,9.864608049392698,6.991258741258742
26,27,3.927249670028686,7.496907152806512,10.507459032535552,7.0
27,28,3.211061358451843,7.565623588192152,10.35748941898346,7.0
28,29,3.399331879615783,7.678092887600794,10.494726568460464,7.0
29,30,1.2309531331062318,7.6752209286791615,10.701976925134659,7.0
30,31,1.5997350692749022,7.812957834896967,12.089318531751633,7.0
31,32,4.202552032470702,7.95890179047982,10.562092554569244,7.0
32,33,5.222294664382934,8.048669548375758,11.325122022628785,7.0
33,34,5.090988492965698,8.089365693330244,10.80667149722576,7.0
34,35,3.9701829910278317,8.13630205630223,11.583377757668496,7.0
35,36,5.112733483314514,8.222029430217665,11.355429888516664,7.0
36,37,5.267249870300292,8.298169359935194,11.273778268694876,7.0
37,38,5.2689317703247065,8.439325825135889,11.040768656134604,7.0
38,39,5.32483012676239,8.526776043729807,11.224199864268304,7.0
39,40,5.3056667804718005,8.583260372350434,11.609975037723778,7.0
40,41,5.598410749435425,8.63089303459347,10.904572440683841,7.0
41,42,5.172481751441954,8.93070715457047,11.342477202415466,7.0
42,43,5.6579700455069535,9.029906939883121,11.831349788606168,7.0
43,44,6.151772153377532,9.16215660488522,11.830391874164343,7.0
44,45,4.773714387416838,9.267000759487818,11.859667843580246,7.0
45,46,6.070660018920898,9.34601317433044,11.970518137514592,7.0
46,47,6.3137712478637695,9.56686502306238,11.647847171127797,7.0
47,48,6.718773007392883,9.705025725804514,11.826054466329515,7.0
48,49,7.469389915466309,9.779435238549306,11.887311983108521,7.0
49,50,5.607455015182495,9.833587585850415,11.836102063581349,7.0
50,51,6.376973581314088,10.01336782248129,12.136346349120139,7.0
51,52,6.044185125827788,10.1325139841804,12.249965690821409,7.0
52,53,7.421935057640074,10.308741306292676,12.074735023081303,7.0
53,54,7.400817871093749,10.336479706479027,12.09109708070755,7.0
54,55,7.825428104400634,10.431367240162318,12.21446714103222,7.0
55,56,8.121520447731019,10.564727376346086,12.18330919742584,7.0
56,57,7.7358733177185055,10.674349038158452,12.271735371649264,7.0
57,58,7.765463733673096,10.71021716744879,12.384309978783131,7.0
58,59,8.039494431018829,10.806049406627668,12.371733760833742,7.0
59,60,8.664262861013414,10.908611610561668,12.352118174731732,7.0
60,61,8.835564249753952,10.976216116154703,12.38567599048838,7.0
61,62,8.454806780815124,11.011542433583122,12.373223066329956,7.0
62,63,8.790044832229613,11.15402086977338,12.336386476457118,7.0
63,64,8.48695620894432,11.17988104813093,12.458663237839938,7.0
64,65,8.535610365867614,11.241931367870274,12.527452677115798,7.0
65,66,8.629785037040708,11.320924446832692,12.532041009142993,7.0
66,67,8.932517039775847,11.42708614057981,12.3906958412379,7.0
67,68,9.357190528512,11.479456443577241,12.417689655721187,7.0
68,69,9.588480126857757,11.519017381198953,12.435438096523285,7.0
69,70,8.95875683426857,11.530636526570207,12.49379397034645,7.0
70,71,9.480114123225212,11.616205096390475,12.54408283084631,7.0
71,72,9.351507771015168,11.560603877412309,12.460208893310483,7.0
72,73,8.45401089787483,11.59397460363469,12.470562558155509,7.0
73,74,7.928080129623412,11.615243592416268,12.494087739940735,7.0
74,75,9.934222438931467,11.627983032840772,12.506560271233319,7.0
75,76,9.932370871305464,11.68621661354741,12.498849503323434,7.0
76,77,10.076807379722593,11.692432722579333,12.54130286872387,7.0
77,78,9.909703916311265,11.756557755083358,12.558260202221572,7.0
78,79,10.368395432829857,11.788991304292727,12.524458803236485,7.0
79,80,9.540843647718429,11.828298187869034,12.559051326289772,7.0
80,81,10.184822338819503,11.81825090195995,12.56510067889467,7.0
81,82,9.573708567023276,11.866722850666452,12.533756500296294,7.0
82,83,9.080685114860533,11.829706282006848,12.586637711524961,7.0
83,84,9.946017467975615,11.887149175700364,12.571017290651799,7.0
84,85,10.452241477370263,11.895858232529083,12.540584255754949,7.0
